,Category,Series Name,Series Code
919,Public Sector,Tax revenue (current LCU),GC.TAX.TOTL.CN
926,Public Sector,Voice and Accountability: Number of Sources,VA.NO.SRC
928,Public Sector,Control of Corruption: Percentile Rank,CC.PER.RNK
929,Public Sector,Grants and other revenue (current LCU),GC.REV.GOTR.CN
930,Public Sector,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN
931,Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER
932,Public Sector,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN
948,Public Sector,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA
957,Public Sector,Regulatory Quality: Standard Error,RQ.STD.ERR
961,Public Sector,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS
969,Public Sector,Military expenditure (current LCU),MS.MIL.XPND.CN
980,Public Sector,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS
983,Public Sector,Social contributions (% of revenue),GC.REV.SOCL.ZS
988,Public Sector,Goods and services expense (% of expense),GC.XPN.GSRV.ZS
993,Public Sector,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS
996,Public Sector,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS
1005,Public Sector,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4
1006,Public Sector,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS
1039,Public Sector,Voice and Accountability: Estimate,VA.EST
1044,Public Sector,Taxes on exports (current LCU),GC.TAX.EXPT.CN
1048,Public Sector,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS
1052,Public Sector,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN
1057,Public Sector,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD
1099,Public Sector,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ
1103,Public Sector,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN
1104,Public Sector,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA
1124,Public Sector,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER
1128,Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER
1144,Public Sector,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ
1153,Public Sector,Battle-related deaths (number of people),VC.BTL.DETH
1243,Public Sector,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS
1244,Public Sector,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5
1251,Public Sector,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS
1259,Public Sector,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER
1293,Public Sector,Regulatory Quality: Percentile Rank,RQ.PER.RNK
1295,Public Sector,Regulatory Quality: Estimate,RQ.EST
1308,Public Sector,"Armed forces personnel, total",MS.MIL.TOTL.P1
1358,Public Sector,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD
1380,Public Sector,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV
1385,Public Sector,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ
1408,Public Sector,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ
1433,Public Sector,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS
1440,Public Sector,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ
1441,Public Sector,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2
1458,Public Sector,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ
1470,Public Sector,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ
1503,Public Sector,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN
1518,Public Sector,Rule of Law: Number of Sources,RL.NO.SRC
1524,Public Sector,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN
1539,Public Sector,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5
1549,Public Sector,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS
1553,Public Sector,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL
1570,Public Sector,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER
1598,Public Sector,Rule of Law: Standard Error,RL.STD.ERR
1631,Public Sector,"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS
1636,Public Sector,Voice and Accountability: Standard Error,VA.STD.ERR
1676,Public Sector,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS
1677,Public Sector,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN
