,Category,Series Name,Series Code
935,Education,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS
940,Education,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS
950,Education,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509
953,Education,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS
963,Education,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS
972,Education,Number of deaths ages 5-9 years,SH.DTH.0509
974,Education,"Compulsory education, duration (years)",SE.COM.DURS
1013,Education,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS
1017,Education,Primary school starting age (years),SE.PRM.AGES
1019,Education,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014
1029,Education,"School enrollment, primary (% gross)",SE.PRM.ENRR
1040,Education,Progression to secondary school (%),SE.SEC.PROG.ZS
1069,Education,"Secondary education, vocational pupils",SE.SEC.ENRL.VO
1084,Education,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS
1090,Education,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024
1097,Education,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS
1101,Education,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS
1127,Education,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS
1129,Education,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS
1132,Education,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS
1161,Education,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS
1219,Education,"Secondary education, duration (years)",SE.SEC.DURS
1228,Education,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS
1252,Education,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS
1282,Education,Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH
1283,Education,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS
1292,Education,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS
1300,Education,"Primary education, duration (years)",SE.PRM.DURS
1367,Education,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS
1370,Education,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS
1382,Education,Children out of school (% of primary school age),SE.PRM.UNER.ZS
1395,Education,"School enrollment, primary (% net)",SE.PRM.NENR
1401,Education,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS
1403,Education,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS
1405,Education,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS
1413,Education,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS
1419,Education,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS
1457,Education,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS
1465,Education,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS
1508,Education,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
1580,Education,"School enrollment, preprimary (% gross)",SE.PRE.ENRR
1592,Education,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS
1629,Education,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS
1648,Education,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519
1651,Education,Primary school age children out-of-school (%),SE.LPV.PRIM.SD
1656,Education,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
1673,Education,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS
